dataset_id,pair_id,selection_bucket,branch,branch_status,long_leg,long_asset,short_leg,short_asset,variant_perception,model_beta_hedged_payoff_pct,pb_beta_hedged_payoff_pct,target_payoff_low_pct,target_payoff_high_pct,beta_hedge_ratio_long_to_short,direction_aware_drawdown_pct,direction_aware_volatility_pct,diagnostic_gross_notional_at_0_5pct_loss_budget_pct_nav,current_gate_status,revision_gate_status,catalyst,entry_rule,invalidation_rule,risk_rule,source_quality,source_paths,retrieved_at
airline_pair_branch_thesis,01055.HK__601021.SH,core_candidate,fundamental_resilience,conditional_pre_event_no_entry,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,The long leg's independent H1-driven earnings gap is better than the short leg's gap; trade only if the interim surprise and revisions confirm the operating advantage.,2.7532261400811855,7.078972754992092,2.7532261400811855,7.078972754992092,0.4240927844988554,-26.9207402860714,21.548744422213463,2.6449732982188285,no_direction_due_valuation_conflict,not_confirmed_no_signal,2026-08-29,Enter only after both issuer reports: realized long-minus-short profit surprise >= 6.77pp and revenue surprise >= 7.35pp; a fresh revision signal supports long-up/short-down; and the post-result valuation range has a non-negative lower bound or an explicitly reconciled scope explanation.,"Do not enter, or exit, if either report misses the surprise threshold, revision remains no_signal/mixed, the P/B/P/S direction remains conflicted, or direction-aware drawdown breaches the approved loss budget.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,01055.HK__601021.SH,core_candidate,valuation_mean_reversion,conditional_pre_event_no_entry,China Southern Airlines,01055.HK,Spring Airlines,601021.SH,The one-year P/B median and current P/S premium imply that valuation compression or asset-value mean reversion can dominate the earnings-resilience narrative.,-14.415357731948415,10.588232304198048,-14.415357731948415,10.588232304198048,1.0485216061552494,-34.432956009178675,33.88287242407655,2.974652547415886,no_direction_due_valuation_conflict,not_confirmed_no_signal,2026-08-29,"Enter only if post-result P/B/P/S direction remains in favour of the valuation leg, the valuation leg does not miss profit/revenue versus the other leg by more than half the model gap, and the valuation lower-bound payoff is non-negative.","Invalidate if the earnings-resilience leg delivers the required surprise and fresh revisions, or if the valuation premium compresses without the expected relative earnings deterioration.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,0670.HK__601021.SH,backup_candidate,fundamental_resilience,conditional_pre_event_no_entry,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,The long leg's independent H1-driven earnings gap is better than the short leg's gap; trade only if the interim surprise and revisions confirm the operating advantage.,-0.1592616756981533,15.53924039756144,-0.1592616756981533,15.53924039756144,0.345673126982754,-30.00401737308851,21.68886837665905,2.242488247906642,no_direction_due_revision_unconfirmed,not_confirmed_no_signal,2026-08-29; 2026-08-31,Enter only after both issuer reports: realized long-minus-short profit surprise >= 17.60pp and revenue surprise >= 5.50pp; a fresh revision signal supports long-up/short-down; and the post-result valuation range has a non-negative lower bound or an explicitly reconciled scope explanation.,"Do not enter, or exit, if either report misses the surprise threshold, revision remains no_signal/mixed, the P/B/P/S direction remains conflicted, or direction-aware drawdown breaches the approved loss budget.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,0670.HK__601021.SH,backup_candidate,valuation_mean_reversion,conditional_pre_event_no_entry,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,The one-year P/B median and current P/S premium imply that valuation compression or asset-value mean reversion can dominate the earnings-resilience narrative.,-0.1592616756981533,15.53924039756144,-0.1592616756981533,15.53924039756144,0.345673126982754,-30.00401737308851,21.68886837665905,2.242488247906642,no_direction_due_revision_unconfirmed,not_confirmed_no_signal,2026-08-29; 2026-08-31,"Enter only if post-result P/B/P/S direction remains in favour of the valuation leg, the valuation leg does not miss profit/revenue versus the other leg by more than half the model gap, and the valuation lower-bound payoff is non-negative.","Invalidate if the earnings-resilience leg delivers the required surprise and fresh revisions, or if the valuation premium compresses without the expected relative earnings deterioration.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,600221.SH__601021.SH,backup_candidate,fundamental_resilience,conditional_pre_event_no_entry,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,The long leg's independent H1-driven earnings gap is better than the short leg's gap; trade only if the interim surprise and revisions confirm the operating advantage.,6.641017668503078,-7.748734808002851,-7.748734808002851,6.641017668503078,0.4459881198657552,-20.69921529429225,25.764902153572155,3.4928573361534196,no_direction_due_valuation_conflict,not_confirmed_missing_leg_signal,2026-08-25; 2026-08-29,Enter only after both issuer reports: realized long-minus-short profit surprise >= 20.04pp and revenue surprise >= 11.20pp; a fresh revision signal supports long-up/short-down; and the post-result valuation range has a non-negative lower bound or an explicitly reconciled scope explanation.,"Do not enter, or exit, if either report misses the surprise threshold, revision remains no_signal/mixed, the P/B/P/S direction remains conflicted, or direction-aware drawdown breaches the approved loss budget.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,600221.SH__601021.SH,backup_candidate,valuation_mean_reversion,conditional_pre_event_no_entry,Hainan Airlines Holdings,600221.SH,Spring Airlines,601021.SH,The one-year P/B median and current P/S premium imply that valuation compression or asset-value mean reversion can dominate the earnings-resilience narrative.,-25.460758393386126,53.7678337787451,-25.460758393386126,53.7678337787451,0.495322938716971,-23.740796499819005,27.152578180394755,3.149268683399841,no_direction_due_valuation_conflict,not_confirmed_missing_leg_signal,2026-08-25; 2026-08-29,"Enter only if post-result P/B/P/S direction remains in favour of the valuation leg, the valuation leg does not miss profit/revenue versus the other leg by more than half the model gap, and the valuation lower-bound payoff is non-negative.","Invalidate if the earnings-resilience leg delivers the required surprise and fresh revisions, or if the valuation premium compresses without the expected relative earnings deterioration.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,0753.HK__601021.SH,backup_candidate,fundamental_resilience,conditional_pre_event_no_entry,Spring Airlines,601021.SH,Air China,0753.HK,The long leg's independent H1-driven earnings gap is better than the short leg's gap; trade only if the interim surprise and revisions confirm the operating advantage.,4.3612930317966025,14.14313535547675,4.3612930317966025,14.14313535547675,0.4751405910804275,-21.87381734223206,20.065901545051105,3.3719322238106897,no_direction_due_revision_unconfirmed,not_confirmed_no_signal,2026-08-29; 2026-08-31,Enter only after both issuer reports: realized long-minus-short profit surprise >= 20.04pp and revenue surprise >= 7.93pp; a fresh revision signal supports long-up/short-down; and the post-result valuation range has a non-negative lower bound or an explicitly reconciled scope explanation.,"Do not enter, or exit, if either report misses the surprise threshold, revision remains no_signal/mixed, the P/B/P/S direction remains conflicted, or direction-aware drawdown breaches the approved loss budget.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,0753.HK__601021.SH,backup_candidate,valuation_mean_reversion,conditional_pre_event_no_entry,Spring Airlines,601021.SH,Air China,0753.HK,The one-year P/B median and current P/S premium imply that valuation compression or asset-value mean reversion can dominate the earnings-resilience narrative.,4.3612930317966025,14.14313535547675,4.3612930317966025,14.14313535547675,0.4751405910804275,-21.87381734223206,20.065901545051105,3.3719322238106897,no_direction_due_revision_unconfirmed,not_confirmed_no_signal,2026-08-29; 2026-08-31,"Enter only if post-result P/B/P/S direction remains in favour of the valuation leg, the valuation leg does not miss profit/revenue versus the other leg by more than half the model gap, and the valuation lower-bound payoff is non-negative.","Invalidate if the earnings-resilience leg delivers the required surprise and fresh revisions, or if the valuation premium compresses without the expected relative earnings deterioration.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,601021.SH__603885.SH,monitor,fundamental_resilience,conditional_pre_event_no_entry,Spring Airlines,601021.SH,Juneyao Airlines,603885.SH,The long leg's independent H1-driven earnings gap is better than the short leg's gap; trade only if the interim surprise and revisions confirm the operating advantage.,3.7228482244881143,3.4566247138924417,3.4566247138924417,3.7228482244881143,0.6299056874547325,-14.234720956390722,18.95347418935004,5.725105860691219,no_direction_due_valuation_conflict,not_confirmed_no_signal,2026-08-29; 2026-08-31,Enter only after both issuer reports: realized long-minus-short profit surprise >= 7.04pp and revenue surprise >= 4.73pp; a fresh revision signal supports long-up/short-down; and the post-result valuation range has a non-negative lower bound or an explicitly reconciled scope explanation.,"Do not enter, or exit, if either report misses the surprise threshold, revision remains no_signal/mixed, the P/B/P/S direction remains conflicted, or direction-aware drawdown breaches the approved loss budget.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
airline_pair_branch_thesis,601021.SH__603885.SH,monitor,valuation_mean_reversion,conditional_pre_event_no_entry,Juneyao Airlines,603885.SH,Spring Airlines,601021.SH,The one-year P/B median and current P/S premium imply that valuation compression or asset-value mean reversion can dominate the earnings-resilience narrative.,-9.960131240287321,8.456639042539987,-9.960131240287321,8.456639042539987,0.9182192569925632,-19.84652806719565,22.883595461521377,4.832631809699729,no_direction_due_valuation_conflict,not_confirmed_no_signal,2026-08-29; 2026-08-31,"Enter only if post-result P/B/P/S direction remains in favour of the valuation leg, the valuation leg does not miss profit/revenue versus the other leg by more than half the model gap, and the valuation lower-bound payoff is non-negative.","Invalidate if the earnings-resilience leg delivers the required surprise and fresh revisions, or if the valuation premium compresses without the expected relative earnings deterioration.",Use direction-aware drawdown and mechanical beta only as diagnostics; cap loss at the approved portfolio budget and do not enter while borrow/factor/valuation gates are unresolved.,derived_two_branch_conditional_thesis,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_pb_trade_diagnostic.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_event_trade_triggers.csv,2026-08-08T17:13:19.246193+00:00
